
0	나는	O
1	점심	O
2	에	O
3	김치찌개	FOOD-B
4	와	O
5	밥	FOOD-B
6	한	QTY-B
7	공기	UNIT-B
8	를	O
9	먹었어	O

0	오늘	O
1	아침	O
2	에	O
3	소고기	FOOD-B
4	미역국	FOOD-I
5	과	O
6	토스트	FOOD-B
7	세	QTY-B
8	조각	UNIT-B
9	을	O
10	먹었어	O

0	나는	O
1	오늘	O
2	김치전	FOOD-B
3	두	QTY-B
4	장	UNIT-B
5	와	O
6	된장국	FOOD-B
7	한	QTY-B
8	그릇	UNIT-B
9	을	O
10	먹었어	O

0	아침	O
1	에	O
2	토스트	FOOD-B
3	한	QTY-B
4	조각	UNIT-B
5	과	O
6	딸기우유	FOOD-B
7	한	QTY-B
8	컵	UNIT-B
9	을	O

0	나는	O
1	점심	O
2	에	O
3	김치찌개	FOOD-B
4	한	QTY-B
5	그릇	UNIT-B
6	과	O
7	갈비탕	FOOD-B
8	을	O
9	먹었어	O

0	저녁	O
1	에	O
2	비빔밥	FOOD-B
3	한	QTY-B
4	그릇	UNIT-B
5	과	O
6	된장찌개	FOOD-B
7	를	O
8	먹었어	O

0	오늘	O
1	아침에	O
2	비빔밥	FOOD-B
3	한	QTY-B
4	그릇	UNIT-B
5	과	O
6	김치찌개	FOOD-B
7	200	QTY-B
8	g	UNIT-B
9	를	O
10	먹었어	O

0	점심	O
1	으로	O
2	잡채	FOOD-B
3	한	QTY-B
4	접시	UNIT-B
5	랑	O
6	물	FOOD-B
7	한	QTY-B
8	컵	UNIT-B
9	을	O
	
0	나는	O
1	점심	O
2	에	O
3	김치찌개	FOOD-B
4	와	O
5	갈비탕	FOOD-B
6	을	O
7	2	QTY-B
8	그릇	UNIT-B
9	먹었어	O

0	오늘	O
1	아침	O
2	에	O
3	블루베리	FOOD-B
4	스무디	FOOD-I
5	한	QTY-B
6	컵	UNIT-B
7	와	O
8	호떡	FOOD-B
9	두	QTY-B
10	개	UNIT-B

0	오늘	O
1	아침	O
2	에	O
3	김치볶음밥	FOOD-B
4	한	QTY-B
5	그릇	UNIT-B
6	과	O
7	계란프라이	FOOD-B
8	두	QTY-B
9	개	UNIT-B
10	를	O
11	먹었어	O

0	나는	O
1	저녁	O
2	에	O
3	미트볼	FOOD-B
4	파스타	FOOD-I
5	를	O
6	200	QTY-B
7	g	UNIT-B
8	과	O

0	저녁	O
1	때	O
2	잡채	FOOD-B
3	를	O
4	한	QTY-B
5	접시	UNIT-B
6	먹었어	O

0	나는	O
1	아침	O
2	에	O
3	시리얼	FOOD-B
4	과	O
5	우유	FOOD-B
6	한	QTY-B
7	컵	UNIT-B
8	을	O
9	먹었어	O

0	저녁	O
1	에	O
2	된장찌개	FOOD-B
3	하나	QTY-B
4	와	O

0	오늘	O
1	점심	O
2	에	O
3	육개장	FOOD-B
4	한	QTY-B
5	그릇	UNIT-B
6	과	O
7	김치볶음밥	FOOD-B
8	한	QTY-B
9	그릇	UNIT-B
10	을	O
11	먹었어	O

0	나는	O
1	아침	O
2	으로	O
3	잡채	FOOD-B
4	와	O
5	떡볶이	FOOD-B
6	를	O
7	조금	QTY-B
8	먹었어	O

0	오늘	O
1	점심	O
2	에	O
3	비빔밥	FOOD-B
4	과	O
5	불고기	FOOD-B
6	를	O
7	먹었어	O

0	나는	O
1	저녁	O
2	에	O
3	된장찌개	FOOD-B
4	와	O
5	고등어조림	FOOD-B
6	을	O
7	먹었다	O

0	아침	O
1	으로	O
2	시리얼	FOOD-B
3	한	QTY-B
4	그릇	UNIT-B

0	오늘	O
1	점심	O
2	에	O
3	김치찌개	FOOD-B
4	한	QTY-B
5	그릇	UNIT-B
6	과	O
7	밥	FOOD-B
8	한	QTY-B
9	공기	UNIT-B
10	를	O
11	먹었어	O

0	나는	O
1	저녁	O
2	에	O
3	잡채	FOOD-B
4	를	O
5	두	QTY-B
6	접시	UNIT-B
7	먹었어	O

0	나는	O
1	저녁	O
2	에	O
3	잡채	FOOD-B
4	와	O
5	김치전	FOOD-B
6	을	O
7	두	QTY-B
8	개	UNIT-B
9	먹었어	O

0	오늘	O
1	아침	O
2	에	O
3	시리얼	FOOD-B
4	한	QTY-B
5	그릇	UNIT-B
6	과	O
7	우유	FOOD-B
8	200	QTY-B
9	ml	UNIT-B
10	를	O
11	마셨어	O

0	아침	O
1	으로	O
2	미숫가루	FOOD-B
3	한	QTY-B
4	컵	UNIT-B
5	과	O
6	바나나	FOOD-B
7	두	QTY-B
8	개	UNIT-B
9	를	O
10	먹었어	O

0	오늘	O
1	점심	O
2	에는	O
3	잡채	FOOD-B
4	와	O
5	불고기	FOOD-B
6	한	QTY-B
7	접시	UNIT-B
8	를	O
9	먹었어	O

0	오늘	O
1	점심	O
2	으로	O
3	콩국수	FOOD-B
4	한	QTY-B
5	그릇	UNIT-B
6	과	O
7	김치	FOOD-B
8	조금	QTY-B
9	을	O
10	먹었어	O

0	저녁	O
1	에	O
2	갈비탕	FOOD-B
3	한	QTY-B
4	그릇	UNIT-B
5	와	O
6	나박김치	FOOD-B
7	를	O
8	함께	O
9	먹었어	O

0	오늘	O
1	아침	O
2	에	O
3	김밥	FOOD-B
4	을	O
5	두	QTY-B
6	줄	UNIT-B
7	먹었어	O

0	점심	O
1	으로	O
2	떡볶이	FOOD-B
3	와	O
4	순대	FOOD-B
5	를	O
6	먹었어	O

0	저녁	O
1	에	O
2	잡채	FOOD-B
3	를	O
4	많이	O
5	먹었어	O

0	나는	O
1	아침	O
2	에	O
3	비빔밥	FOOD-B
4	한	QTY-B
5	그릇	UNIT-B
6	을	O
7	먹었다	O

0	점심	O
1	으로	O
2	초밥	FOOD-B
3	5	QTY-B
4	조각	UNIT-B
5	과	O
6	미소된장국	FOOD-B
7	을	O
8	함께	O
9	먹었어	O

0	저녁	O
1	에	O
2	불고기	FOOD-B
3	와
0	나는	O
1	점심	O
2	에	O
3	순두부찌개	FOOD-B
4	를	O
5	먹었어	O

0	오늘	O
1	아침	O
2	에	O
3	바나나	FOOD-B
4	두	QTY-B
5	개	UNIT-B
6	와	O
7	우유	FOOD-B
8	한	QTY-B
9	컵	UNIT-B
10	을	O
11	마셨어	O

0	저녁	O
1	에	O
2	잡채	FOOD-B
3	를	O
4	100	QTY
0	오늘	O
1	아침	O
2	에	O
3	한라봉	FOOD-B
4	2	QTY-B
5	개	UNIT-B
6	와	O
7	유기농	O
8	두유	FOOD-B
9	한	QTY-B
10	팩	UNIT-B
11	을	O
12	마셨어	O

0	점심	O
1	에	O
2	비빔밥	FOOD-B
3	한	QTY-B
4	그릇	UNIT-B
5	과	O
6	된장찌개	FOOD-B
7	1	QTY-B

0	나는	O
1	오늘	O
2	떡볶이	FOOD-B
3	두	QTY-B
4	접시	UNIT-B
5	와	O
6	탕수육	FOOD-B
7	한	QTY-B
8	그릇	UNIT-B
9	을	O
10	먹었어	O

0	아침	O
1	에	O
2	김치찌개	FOOD-B
3	한	QTY-B
4	그릇	UNIT-B
5	와	O
6	밥	FOOD-B
7	반	QTY-B
8	공기	UNIT-B

0	나는	O
1	점심	O
2	에	O
3	삼선	O
4	짬뽕	FOOD-B
5	을	O
6	한	QTY-B
7	그릇	UNIT-B
8	과	O
9	탕수육	FOOD-B
10	300	QTY-B
11	g	UNIT-B
12	을	O
13	먹었어	O

0	오늘	O
1	아침	O
2	에	O
3	야채	O
4	죽	FOOD-B
5	한	QTY-B
6	그릇	UNIT-B
7	을	O
8	먹었어	O

0	오늘	O
1	점심	O
2	으로	O
3	불고기	FOOD-B
4	덮밥	FOOD-I
5	한	QTY-B
6	그릇	UNIT-B
7	과	O
8	김치	FOOD-B
9	조금	QTY-B
10	을	O
11	먹었어	O

0	저녁	O
1	에	O
2	연어	FOOD-B
3	샐러드	FOOD-I
4	를	O
5	두	QTY-B
6	접시	UNIT-B
7	먹었어	O

0	오늘	O
1	저녁	O
2	불고기	FOOD-B
3	200	QTY-B
4	g	UNIT-B
5	와	O
6	김치찌개	FOOD-B
7	한	QTY-B
8	그릇	UNIT-B
9	를	O
10	먹었어	O

0	점심	O
1	에	O
2	삼겹살	FOOD-B
3	150	QTY-B
4	g	UNIT-B
5	과	O
6	야채	FOOD-B
7	샐러드	FOOD-I
8	한	QTY-B
9	접시	UNIT-B

0	나는	O
1	점심	O
2	으로	O
3	비빔밥	FOOD-B
4	한	QTY-B
5	그릇	UNIT-B
6	과	O
7	김치찌개	FOOD-B
8	반	QTY-B
9	그릇	UNIT-B
10	을	O
11	먹었어	O

0	오늘	O
1	아침	O
2	에	O
3	토스트	FOOD-B
4	한	QTY-B
5	조각	UNIT-B
6	과	O
7	우유	FOOD-B
8	한	QTY-B
9	컵	UNIT-B

0	나는	O
1	오늘	O
2	비빔밥	FOOD-B
3	한	QTY-B
4	그릇	UNIT-B
5	과	O
6	김치찌개	FOOD-B
7	반	QTY-B
8	그릇	UNIT-B
9	를	O
10	먹었어	O

0	점심	O
1	으로	O
2	갈릭	FOOD-B
3	새우	FOOD-I
4	파스타	FOOD-I
5	한	QTY-B
6	접시	UNIT-B
7	와	O

0	나는	O
1	점심	O
2	에	O
3	김치볶음밥	FOOD-B
4	한	QTY-B
5	그릇	UNIT-B
6	과	O
7	김치	FOOD-B
8	3	QTY-B
9	조각	UNIT-B
10	을	O
11	먹었어	O

0	오늘	O
1	저녁	O
2	간식	O
3	으로	O
4	치즈케이크	FOOD-B
5	두	QTY-B
6	조각	UNIT-B
7	와	O

0	나는	O
1	점심	O
2	에	O
3	김치볶음밥	FOOD-B
4	을	O
5	1	QTY-B
6	그릇	UNIT-B
7	과	O
8	계란찜	FOOD-B
9	한	QTY-B
10	그릇	UNIT-B
11	을	O
12	먹었어	O

0	오늘	O
1	저녁	O
2	에	O
3	비빔냉면	FOOD-B
4	을	O
5	2	QTY-B
6	그릇	UNIT-B
7	과	O

0	나는	O
1	점심	O
2	에	O
3	떡볶이	FOOD-B
4	와	O
5	어묵	FOOD-B
6	을	O
7	200	QTY-B
8	g	UNIT-B
9	를	O
10	먹었어	O

0	오늘	O
1	아침	O
2	에	O
3	불고기	FOOD-B
4	샌드위치	FOOD-I
5	한	QTY-B
6	개	UNIT-B
7	와	O
8	우유	FOOD-B
9	한	QTY-B
10	컵	UNIT-B

0	오늘	O
1	점심	O
2	에	O
3	고추장	FOOD-B
4	불고기	FOOD-I
5	덮밥	FOOD-I
6	1	QTY-B
7	그릇	UNIT-B
8	과	O
9	김치찌개	FOOD-B
10	반	QTY-B
11	그릇	UNIT-B
12	를	O
13	먹었어	O

0	나는	O
1	점심	O
2	에	O
3	새우튀김	FOOD-B
4	3	QTY-B
5	개	UNIT-B
	
0	나는	O
1	점심	O
2	에	O
3	비빔밥	FOOD-B
4	을	O
5	한	QTY-B
6	그릇	UNIT-B
7	과	O
8	김치	FOOD-B
9	를	O
10	먹었어	O

0	오늘	O
1	저녁	O
2	잡채	FOOD-B
3	200	QTY-B
4	g	UNIT-B
5	와	O
6	된장국	FOOD-B
7	한	QTY-B
8	그릇	UNIT-B
9	를	O
10	먹었어	O

0	나는	O
1	오늘	O
2	불고기	FOOD-B
3	버거	FOOD-I
4	한	QTY-B
5	개	UNIT-B
6	와	O
7	감자튀김	FOOD-B
8	한	QTY-B
9	세트	UNIT-B
10	를	O
11	먹었어	O

0	점심	O
1	에	O
2	매콤한	FOOD-B
3	닭발	FOOD-I
4	300	QTY-B
5	g	UNIT-B
6	와	O
7	주먹밥	FOOD-B
8	두	QTY-B
9	개	UNIT-B

0	오늘	O
1	아침	O
2	에	O
3	김치	FOOD-B
4	볶음밥	FOOD-I
5	을	O
6	한	QTY-B
7	그릇	UNIT-B
8	과	O
9	토스트	FOOD-B
10	두	QTY-B
11	조각	UNIT-B
12	을	O
13	먹었어	O

0	나는	O
1	점심	O
2	으로	O
3	스파게티	FOOD-B
4	를	O
5	200	QTY-B
6	그램	UNIT-B
7	과	O

0	오늘	O
1	점심	O
2	에	O
3	곱창	FOOD-B
4	볶음	FOOD-I
5	과	O
6	김치	FOOD-B
7	찌개	FOOD-I
8	한	QTY-B
9	그릇	UNIT-B
10	을	O
11	먹었어	O

0	나는	O
1	아침	O
2	에	O
3	딸기	FOOD-B
4	요거트	FOOD-I
5	한	QTY-B
6	컵	UNIT-B
7	과	O

0	나는	O
1	점심	O
2	에	O
3	떡볶이	FOOD-B
4	한	QTY-B
5	접시	UNIT-B
6	와	O
7	오미자차	FOOD-B
8	한	QTY-B
9	잔	UNIT-B
10	를	O
11	먹었어	O

0	오늘	O
1	아침	O
2	으로	O
3	김치볶음밥	FOOD-B
4	한	QTY-B
5	그릇	UNIT-B
6	과	O
7	계란찜	FOOD-B
8	한	QTY-B
9	그릇	UNIT-B

0	오늘	O
1	점심	O
2	에	O
3	쌀국수	FOOD-B
4	한	QTY-B
5	그릇	UNIT-B
6	와	O
7	튀김만두	FOOD-B
8	세	QTY-B
9	개	UNIT-B
10	를	O
11	먹었어	O

0	저녁	O
1	으로	O
2	해물파전	FOOD-B
3	을	O
4	두	QTY-B
5	판	UNIT-B
6	구워	O
7	먹었어	O

0	나는	O
1	오늘	O
2	점심	O
3	에	O
4	김치찌개	FOOD-B
5	를	O
6	한	QTY-B
7	그릇	UNIT-B
8	과	O
9	잡채	FOOD-B
10	를	O
11	조금	O
12	먹었어	O

0	아침	O
1	으로	O
2	바나나	FOOD-B
3	한	QTY-B
4	개	UNIT-B
5	와	O
6	요거트	FOOD-B
7	한	QTY-B
8	컵	UNIT-B

0	나	O
1	오늘	O
2	점심	O
3	에	O
4	비빔밥	FOOD-B
5	한	QTY-B
6	그릇	UNIT-B
7	과	O
8	김치전	FOOD-B
9	두	QTY-B
10	장	UNIT-B
11	을	O
12	먹었어	O

0	아침	O
1	으로	O
2	딸기	FOOD-B
3	스무디	FOOD-I
4	한	QTY-B
5	잔	UNIT-B
6	과	O
7	토스트	FOOD-B

0	나는	O
1	점심	O
2	에	O
3	고추장	FOOD-B
4	비빔밥	FOOD-I
5	한	QTY-B
6	그릇	UNIT-B
7	을	O
8	먹었어	O

0	오늘	O
1	아침	O
2	에	O
3	베이글	FOOD-B
4	두	QTY-B
5	개	UNIT-B
6	와	O
7	딸기	FOOD-B
8	우유	FOOD-I
9	500	QTY-B
10	ml	UNIT-B
11	를	O

0	저녁	O
1	에	O
2	비빔밥	FOOD-B
3	한	QTY-B
4	그릇	UNIT-B
5	과	O
6	된장찌개	FOOD-B
7	두	QTY-B
8	그릇	UNIT-B
9	를	O
10	먹었어	O

0	나는	O
1	점심	O
2	에	O
3	해물	O
4	파전	FOOD-B
5	한	QTY-B
6	판	UNIT-B
7	과	O
8	막걸리	FOOD-B
9	세	QTY-B

0	나는	O
1	오늘	O
2	김치볶음밥	FOOD-B
3	한	QTY-B
4	그릇	UNIT-B
5	과	O
6	계란찜	FOOD-B
7	한	QTY-B
8	그릇	UNIT-B
9	을	O
10	먹었어	O

0	점심	O
1	에	O
2	떡볶이	FOOD-B
3	한	QTY-B
4	접시	UNIT-B
5	와	O
6	튀김만두	FOOD-B
7	두	QTY-B
8	개	UNIT

0	나는	O
1	점심	O
2	에	O
3	김치볶음밥	FOOD-B
4	한	QTY-B
5	그릇	UNIT-B
6	과	O
7	된장찌개	FOOD-B
8	를	O
9	먹었다	O

0	오늘	O
1	저녁	O
2	간장게장	FOOD-B
3	반	QTY-B
4	마리	UNIT-B
5	와	O
6	밥	FOOD-B
7	한	QTY-B
8	공기	UNIT-B
9	를	O
10	먹었어	O

0	오늘	O
1	아침	O
2	에	O
3	김치	FOOD-B
4	볶음밥	FOOD-I
5	한	QTY-B
6	그릇	UNIT-B
7	과	O
8	미소	FOOD-B
9	된장국	FOOD-I
10	한	QTY-B
11	그릇	UNIT-B
12	을	O
13	먹었어	O

0	점심	O
1	으로	O
2	초밥	FOOD-B
3	세	QTY-B
4	접시	UNIT-B
5	와	O

0	나는	O
1	점심	O
2	에	O
3	김치찌개	FOOD-B
4	와	O
5	두부조림	FOOD-B
6	한	QTY-B
7	그릇	UNIT-B
8	을	O
9	먹었어	O

0	오늘	O
1	저녁	O
2	에	O
3	비빔밥	FOOD-B
4	과	O
5	미역국	FOOD-B
6	한	QTY-B
7	그릇	UNIT-B
8	을	O
9	먹었어	O

0	나는	O
1	아
0	나는	O
1	오늘	O
2	불고기	FOOD-B
3	버거	FOOD-I
4	하나	QTY-B
5	와	O
6	감자튀김	FOOD-B
7	한	QTY-B
8	봉지	UNIT-B
9	를	O
10	먹었어	O

0	점심	O
1	에	O
2	김치	FOOD-B
3	볶음밥	FOOD-I
4	한	QTY-B
5	그릇	UNIT-B
6	을	O
7	먹고	O

0	나는	O
1	점심	O
2	에	O
3	불고기	FOOD-B
4	비빔밥	FOOD-I
5	을	O
6	한	QTY-B
7	그릇	UNIT-B
8	과	O
9	미역국	FOOD-B
10	한	QTY-B
11	그릇	UNIT-B
12	을	O
13	먹었어	O

0	오늘	O
1	저녁	O
2	김치찌개	FOOD-B
3	200	QTY-B
4	g	UNIT-B
5	와	O
6	밥	FOOD-B

0	오늘	O
1	점심	O
2	에	O
3	회덮밥	FOOD-B
4	한	QTY-B
5	그릇	UNIT-B
6	와	O
7	된장국	FOOD-B
8	한	QTY-B
9	그릇	UNIT-B
10	를	O
11	먹었어	O

0	나는	O
1	아침	O
2	에	O
3	바나나	FOOD-B
4	두	QTY-B
5	개	UNIT-B
6	와	O
7	요거트	FOOD-B
8	한	QTY-B

0	나는	O
1	김치전	FOOD-B
2	두	QTY-B
3	장	UNIT-B
4	과	O
5	된장찌개	FOOD-B
6	를	O
7	점심	O
8	으로	O
9	먹었어	O

0	오늘	O
1	아침	O
2	에	O
3	베이글	FOOD-B
4	한	QTY-B
5	개	UNIT-B
6	와	O
7	블루베리	FOOD-B
8	요거트	FOOD-I

0	나는	O
1	아침	O
2	에	O
3	김밥	FOOD-B
4	두	QTY-B
5	줄	UNIT-B
6	을	O
7	사서	O
8	먹었어	O

0	점심	O
1	으로	O
2	초밥	FOOD-B
3	세	QTY-B
4	접시	UNIT-B
5	를	O
6	먹었어	O

0	저녁	O
1	에	O
2	샤브샤브	FOOD-B
3	200	QTY-B
4	g	UNIT-B
5	를	O

0	나는	O
1	오늘	O
2	김치	FOOD-B
3	찜	FOOD-I
4	을	O
5	이	QTY-B
6	인분	UNIT-B
7	과	O
8	쌀밥	FOOD-B
9	한	QTY-B
10	공기	UNIT-B
11	를	O
12	먹었어	O

0	식당	O
1	에서	O
2	냉면	FOOD-B
3	두	QTY-B
4	그릇	UNIT-B
5	을	O
6	주문	O
7	했다	O


0	나는	O
1	오늘	O
2	바나나	FOOD-B
3	한	QTY-B
4	개	UNIT-B
5	와	O
6	딸기	FOOD-B
7	열	QTY-B
8	개	UNIT-B
9	를	O
10	먹었어	O

0	저녁	O
1	으로	O
2	김밥	FOOD-B
3	두	QTY-B
4	줄	UNIT-B
5	과	O
6	오뎅국	FOOD-B
7	한	QTY-B
8	그릇	UNIT-B
9	을	O

0	오늘	O
1	아침	O
2	에	O
3	잡채밥	FOOD-B
4	과	O
5	계란후라이	FOOD-B
6	한	QTY-B
7	개	UNIT-B
8	를	O
9	먹었어	O

0	점심	O
1	에	O
2	김치찌개	FOOD-B
3	와	O
4	밥	FOOD-B
5	한	QTY-B
6	그릇	UNIT-B
7	을	O
8	했어	O

0	나	O
1	점심	O
2	에	O
3	고등어조림	FOOD-B
4	하나	QTY-B
5	와	O
6	비빔밥	FOOD-B
7	한	QTY-B
8	공기	UNIT-B
9	를	O
10	먹었어	O

0	오늘	O
1	아침	O
2	에	O
3	닭죽	FOOD-B
4	200	QTY-B
5	g	UNIT-B
6	와	O
7	배추김치	FOOD-B
8	조금	QTY-B
9	을	O

0	나는	O
1	오늘	O
2	오전	O
3	스팸	FOOD-B
4	깻잎	FOOD-I
5	볶음	FOOD-I
6	한	QTY-B
7	접시	UNIT-B
8	와	O
9	밀크티	FOOD-B
10	한	QTY-B
